t,odom_vx,odom_wz,x,y,yaw
0.11373233795166016,0.00809588501201362,-1.0502235266336701e-08,0.11373233795166016,0.024138011027357784,-1.1493463680544264e-05
0.12044596672058105,0.010456536691934411,-6.598971736292256e-20,0.12044596672058105,0.02450834718435587,-1.2011277230037072e-05
0.1542961597442627,0.011987669231062426,-4.123722238920487e-31,0.1542961597442627,0.024942163689822654,-1.2618678785897053e-05
0.1896052360534668,0.013516774291661536,-6.863946846712808e-37,0.1896052360534668,0.025330449566039907,-1.3161996750698712e-05
0.22633934020996094,-0.006246592819771517,2.0150131034323438e-19,0.22633934020996094,0.02334523827434782,-1.03797091259036e-05
0.2572166919708252,-0.005537179971500413,5.03724599847921e-25,0.2572166919708252,0.023218118294165754,-1.0201990870122407e-05
0.28955817222595215,-0.004840280648529428,1.2531298146701285e-30,0.28955817222595215,0.023104567939150434,-1.0043180447925223e-05
0.32342982292175293,0.022428083095326557,7.350179988639178e-15,0.32342982292175293,0.025732275510951187,-1.3708535461033064e-05
0.355593204498291,0.023898595478404724,4.590993356558411e-26,0.355593204498291,0.026644267618992794,-1.4957912919213176e-05
0.38919568061828613,0.024828033792488064,1.14826508503483e-31,0.38919568061828613,0.0271327058113158,-1.5626995411037633e-05
0.42337727546691895,-0.0130902670310653,1.5173986023512938e-21,0.42337727546691895,0.02335647629296716,-1.0424362888072767e-05
0.4564697742462158,-0.012421125263883535,3.770414977928553e-27,0.4564697742462158,0.0230913061712241,-1.0061286986720837e-05
0.489149808883667,-0.010584043303608058,2.3516289510812495e-38,0.489149808883667,0.02262962246732526,-9.428820735565402e-06
0.5226986408233643,0.006628289273120688,5.3235712884767406e-14,0.5226986408233643,0.024022326125259275,-1.1339301788944732e-05
0.5577964782714844,0.008196128709164597,3.3324501740608517e-25,0.5577964782714844,0.024310756124487146,-1.1734614714963844e-05
0.5898752212524414,0.008990279732743424,8.345271693399167e-31,0.5898752212524414,0.02447913103191931,-1.1965300432258703e-05
0.6263678073883057,-0.00794737481427155,2.1023772450818614e-15,0.6263678073883057,0.02262829530363219,-9.43090566177725e-06
0.6577401161193848,-0.007162287137614154,5.266164544656357e-21,0.6577401161193848,0.022470937861644287,-9.216739957675153e-06
0.6884205341339111,-0.005464258518751131,3.277915040579742e-32,0.6884205341339111,0.022209692959603556,-8.86111742443852e-06
0.7232043743133545,-0.0019448170042405336,2.3509999509366148e-14,0.7232043743133545,0.022336303940716964,-9.03381040610576e-06
0.756554365158081,0.0002740347418941078,9.796659416513754e-26,0.756554365158081,0.0222904580938499,-8.971503565780875e-06
0.7890365123748779,0.0010247107037360743,2.4585210673711394e-31,0.7890365123748779,0.022297669465011924,-8.981350809745972e-06
0.8237810134887695,-0.00210445756198659,6.438993705918445e-15,0.8237810134887695,0.021802440590075172,-8.30738374091304e-06
0.8565037250518799,-0.0006384409660262552,1.077990006933505e-20,0.8565037250518799,0.02175852305550778,-8.248167935535766e-06
0.8897655010223389,0.0011240244346719776,6.721311500293548e-32,0.8897655010223389,0.021758510804672275,-8.248187259308132e-06
0.923386812210083,0.0009187280020094446,1.4098757589573675e-19,0.923386812210083,0.0215489398629015,-7.964551297795194e-06
0.9569270610809326,0.002297512377424664,2.3478451848838335e-25,0.9569270610809326,0.021589217269941154,-8.018984027518495e-06
0.9877431392669678,0.003030344554700308,5.87748203537751e-31,0.9877431392669678,0.021631353480531038,-8.075889080932372e-06
1.0239157676696777,0.000412614777636489,-9.151960803426021e-15,1.0239157676696777,0.02126477013620843,-7.580780513033427e-06
1.0570340156555176,0.0014686030877427442,-2.2888329678348848e-20,1.0570340156555176,0.021281260474733738,-7.603354199281501e-06
1.0883851051330566,0.0034581472810421778,-9.525023963324591e-32,1.0883851051330566,0.021381511328933366,-7.740523057402712e-06
1.1219720840454102,0.012356104018393928,1.2433066964849198e-19,1.1219720840454102,0.022312284041463338,-9.010949686390417e-06
1.156951665878296,0.013202604599288187,3.102091761810439e-25,1.156951665878296,0.022562437957668113,-9.352951458087811e-06
1.1877281665802002,0.014356684469226007,5.173799669706616e-31,1.1877281665802002,0.022963606408097904,-9.901446101329627e-06
1.2236971855163574,0.0011302767090752698,-1.7211204759850815e-14,1.2236971855163574,0.021935920165898813,-8.49822358882512e-06
1.2566359043121338,0.0029483797619155247,-4.292205750463988e-20,1.2566359043121338,0.02201082785842162,-8.603347306676418e-06
1.2893249988555908,0.004334903643519357,-4.292424086893198e-26,1.2893249988555908,0.022116903116415895,-8.752266675018563e-06
1.322265386581421,0.00656257226736056,-1.0418275373106371e-19,1.322265386581421,0.02231515313194209,-9.031196347408466e-06
1.3556878566741943,0.007507841232556166,-2.60167520002657e-25,1.3556878566741943,0.02245089994784728,-9.221657908648085e-06
1.3888401985168457,0.008194442082511777,-6.423026156005995e-31,1.3888401985168457,0.022596394054516678,-9.425753082805257e-06
1.422893762588501,0.005058994477135091,-1.2421496852848496e-17,1.422893762588501,0.022437297223477155,-9.20378903681353e-06
1.4568958282470703,0.006872844248302852,-7.504962672348385e-29,1.4568958282470703,0.022668012018242336,-9.52756519559067e-06
1.4893128871917725,0.007542800754661838,-1.8367085668773792e-34,1.4893128871917725,0.022800235041304035,-9.713120533950876e-06
1.5227255821228027,0.003836183710811037,-1.2209374217246202e-14,1.5227255821228027,0.022473501953787525,-9.257923956473325e-06
1.556262731552124,0.004845921046021337,-3.0525093184499415e-20,1.556262731552124,0.022557823672423153,-9.380186047965758e-06
1.5892693996429443,0.006435722793451233,-1.9031111053596715e-31,1.5892693996429443,0.022766287004102444,-9.682439285222831e-06
1.6230871677398682,0.0063792838628297655,5.97459480574452e-14,1.6230871677398682,0.02279851942091821,-9.731618967969038e-06
1.656553030014038,0.008509286492570194,3.780210169221461e-25,1.656553030014038,0.02309412020228859,-1.0160265891531145e-05
1.687530755996704,0.009343794504559912,9.465646857191005e-31,1.687530755996704,0.023264734688772035,-1.0407551207789323e-05
1.7210137844085693,-0.003032379235654302,1.1108996096467238e-14,1.7210137844085693,0.022045972356826583,-8.64749102258997e-06
1.7542076110839844,-0.0019938654325477073,2.7783945739385493e-20,1.7542076110839844,0.021993098025683406,-8.571856051963963e-06
1.7887139320373535,-0.0004591711696957341,1.7251531131639e-31,1.7887139320373535,0.021922781924725743,-8.47113127164314e-06
1.8239858150482178,-5.577342091938002e-07,-7.925243229774146e-14,1.8239858150482178,0.021854717915400976,-8.373610239241152e-06
1.8571321964263916,0.0028553814988196407,-3.320400029547802e-25,1.8571321964263916,0.02192697502700382,-8.47687723787608e-06
1.8898541927337646,0.0035570880112103702,-8.302243911589005e-31,1.8898541927337646,0.021977099021741303,-8.54849888567729e-06
1.9244308471679688,0.01171170000325268,3.314402128889326e-14,1.9244308471679688,0.022759869750102073,-9.66163827150145e-06
1.956315517425537,0.013424335219138349,5.531002706919391e-20,1.956315517425537,0.023136403891272844,-1.0189558255485276e-05
1.9897453784942627,0.014762014882559404,3.452362737393763e-31,1.9897453784942627,0.023673269687012055,-1.0942336052279506e-05
2.0245957374572754,-0.007705479203893178,-4.5981959293834874e-15,2.0245957374572754,0.02154458658183692,-7.941283716915491e-06
2.057476282119751,-0.0061821213675052255,-7.651974860222058e-21,2.057476282119751,0.02133330005569104,-7.642296975998276e-06
2.0889649391174316,-0.005524432239294729,-1.9136343462173288e-26,2.0889649391174316,0.021202612406630864,-7.457451983646011e-06
2.1238393783569336,0.003411511542317197,-1.4733399420386126e-14,2.1238393783569336,0.02169049135749746,-8.147206947780007e-06
2.1575918197631836,0.004631925749430758,-3.662214915237776e-20,2.1575918197631836,0.02177245068954835,-8.263744830446122e-06
2.18963623046875,0.006610359050715573,-1.5329161292427318e-31,2.18963623046875,0.022031497135465677,-8.632170256886309e-06
2.224012613296509,0.015244917277746323,-5.372696931507685e-15,2.224012613296509,0.023021666184147697,-1.0042420850930724e-05
2.2579903602600098,0.016319793251786372,-1.3433769917244584e-20,2.2579903602600098,0.02333567241880437,-1.0492405968557953e-05
2.289700746536255,0.017529029947637588,-2.234482110909443e-26,2.289700746536255,0.023830369925399407,-1.1201319512733052e-05
2.323049306869507,-0.001742004486994325,1.3534541272528878e-14,2.323049306869507,0.022417634808819212,-9.183623914293522e-06
2.356560707092285,0.00014965344142433716,8.455005991175751e-26,2.356560707092285,0.02238208079731952,-9.132859790162501e-06
2.3892765045166016,0.0012587224605129872,1.4075164217948262e-31,2.3892765045166016,0.022390567651732397,-9.144920761426738e-06
2.423187494277954,0.0008110858040928611,-2.916498401263235e-15,2.423187494277954,0.022182891802125838,-8.848589477958544e-06
2.456963062286377,0.0018744578289888515,-7.309745685988931e-21,2.456963062286377,0.02220904691037626,-8.886069452197746e-06
2.491196870803833,0.0025318154405794676,-7.309129058419476e-21,2.491196870803833,0.02224017674304521,-8.930662220880399e-06
2.5237903594970703,0.004280819823586836,-1.794653136680898e-08,2.5237903594970703,0.022336708839163437,-9.072135135975564e-06
2.5572361946105957,0.006526346996779153,-5.636757123069658e-20,2.5572361946105957,0.022553351612226543,-9.389762526391453e-06
2.591707468032837,0.007173704828892494,-1.4102200774556885e-25,2.591707468032837,0.02267607560971944,-9.569535852721505e-06
2.624629497528076,0.009204087563429988,2.488340954852401e-14,2.624629497528076,0.02301551508181261,-1.0061436254470158e-05
2.6575405597686768,0.01038459511632778,6.233771266741476e-20,2.6575405597686768,0.023211649848670565,-1.0341628304076975e-05
2.690056562423706,0.01181415399696305,3.875687317222693e-31,2.690056562423706,0.023635276950541635,-1.094650541411189e-05
